Start : 2025-03-25T15:38:52.506Z
Connection established 
data={"name":"Цемент ГЦ-40","techUnits":"м3","techToAcc":1000,"accUnits":"кг","price":0,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Пісок шамотний","techUnits":"м3","techToAcc":1500,"accUnits":"кг","price":0,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Пісок будівельний","techUnits":"м3","techToAcc":1500,"accUnits":"кг","price":0,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д1.8; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д2; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д2.5; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д3; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д3.5; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д4; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д4.5; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д5; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д5.5; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д6; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д6.5; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д7; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д8; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д10; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Дріт д12; Х23Ю5","techUnits":"м","techToAcc":0,"accUnits":"кг","price":200,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М04 оц  DIN934","techUnits":"шт","techToAcc":0.001,"accUnits":"кг","price":225,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М05 оц  DIN934","techUnits":"шт","techToAcc":0.001,"accUnits":"кг","price":225,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М06 оц  DIN934","techUnits":"шт","techToAcc":0.003,"accUnits":"кг","price":225,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М08 оц  DIN934","techUnits":"шт","techToAcc":0.005,"accUnits":"кг","price":225,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М10 оц  DIN934","techUnits":"шт","techToAcc":0.01,"accUnits":"кг","price":225,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М12 оц  DIN934","techUnits":"шт","techToAcc":0.02,"accUnits":"кг","price":225,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М14 оц  DIN934","techUnits":"шт","techToAcc":0.25,"accUnits":"кг","price":225,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М16 оц  DIN934","techUnits":"шт","techToAcc":0.03,"accUnits":"кг","price":225,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М18 оц  DIN934","techUnits":"шт","techToAcc":0.05,"accUnits":"кг","price":225,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М20 оц  DIN934","techUnits":"шт","techToAcc":0.06,"accUnits":"кг","price":225,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М22 оц  DIN934","techUnits":"шт","techToAcc":0.08,"accUnits":"кг","price":225,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М24 оц  DIN934","techUnits":"шт","techToAcc":0.11,"accUnits":"кг","price":225,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М04 A2(304S) DIN934","techUnits":"шт","techToAcc":0.001,"accUnits":"кг","price":400,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М05 A2(304S) DIN934","techUnits":"шт","techToAcc":0.001,"accUnits":"кг","price":400,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М06 A2(304S) DIN934","techUnits":"шт","techToAcc":0.003,"accUnits":"кг","price":400,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
data={"name":"Гайка М08 A2(304S) DIN934","techUnits":"шт","techToAcc":0.01,"accUnits":"кг","price":400,"weightTech":null}	ItemName validation failed: weight: Path `weight` is required.
